lncRNA,gene,corr,p_value,mean_bicor
Gas5,Rdx,0.753081769,3.52E-32,0.275243132
Meg3,Rdx,0.013566251,0.861032171,0.178532165
Pvt1,Rdx,-0.076221427,0.324644603,0.130783522
Kcnq1ot1,Rdx,0.201030834,0.008771953,0.336887388
Xist,Myo7a,-0.036668445,0.635991208,0.324577899
Malat1,Myo7a,-0.146906617,0.056654602,0.050059217
Airn,Myo7a,0.302033131,6.58E-05,0.262778973
Hotair,Myo7a,0.114160932,0.139430882,0.054523211
H19,Myo7a,0.227580953,0.00292279,0.124316343
Neat1,Myo7a,-0.068704745,0.374765509,-0.130568054
Hottip,Myo7a,-0.046857199,0.54520883,-0.018087346
Gas5,Myo7a,0.580503825,1.31E-16,0.275243132
Meg3,Myo7a,-0.061838652,0.42446387,0.178532165
Pvt1,Myo7a,0.091272323,0.237921015,0.130783522
Kcnq1ot1,Myo7a,0.088314417,0.253537522,0.336887388
Xist,Sipa1l3,0.298524646,8.07E-05,0.324577899
Malat1,Sipa1l3,0.388646605,1.77E-07,0.050059217
Airn,Sipa1l3,0.119139751,0.122873919,0.262778973
Hotair,Sipa1l3,-0.014225584,0.854351302,0.054523211
H19,Sipa1l3,-0.093439521,0.226914966,0.124316343
Neat1,Sipa1l3,0.038159523,0.622315365,-0.130568054
Hottip,Sipa1l3,0.084095987,0.277009898,-0.018087346
Gas5,Sipa1l3,0.078428569,0.310789613,0.275243132
Meg3,Sipa1l3,0.444826284,1.37E-09,0.178532165
Pvt1,Sipa1l3,0.30457395,5.67E-05,0.130783522
Kcnq1ot1,Sipa1l3,0.486332471,2.04E-11,0.336887388
Xist,Itga6,0.304124603,5.82E-05,0.324577899
Malat1,Itga6,-0.179521943,0.019518834,0.050059217
Airn,Itga6,0.515151665,7.71E-13,0.262778973
Hotair,Itga6,0.078915013,0.307788819,0.054523211
H19,Itga6,0.291979398,0.000117235,0.124316343
Neat1,Itga6,-0.283005106,0.000192796,-0.130568054
Hottip,Itga6,0.06212125,0.42234593,-0.018087346
Gas5,Itga6,0.366561808,9.50E-07,0.275243132
Meg3,Itga6,-0.118756584,0.124091451,0.178532165
Pvt1,Itga6,-0.063724631,0.410446071,0.130783522
Kcnq1ot1,Itga6,0.27114789,0.00036275,0.336887388
Xist,Add1,0.499466298,4.76E-12,0.324577899
Malat1,Add1,0.353171859,2.48E-06,0.050059217
Airn,Add1,-0.06378163,0.410026703,0.262778973
Hotair,Add1,0.010194387,0.895342711,0.054523211
H19,Add1,-0.128666649,0.095476729,0.124316343
Neat1,Add1,-0.049266425,0.524713463,-0.130568054
Hottip,Add1,-0.063469678,0.412324949,-0.018087346
Gas5,Add1,0.071476474,0.355757255,0.275243132
Meg3,Add1,0.554935486,4.91E-15,0.178532165
Pvt1,Add1,0.540359635,3.39E-14,0.130783522
Kcnq1ot1,Add1,0.535887416,6.01E-14,0.336887388
Xist,Agap2,0.367505904,8.87E-07,0.324577899
Malat1,Agap2,0.204835104,0.007551749,0.050059217
Airn,Agap2,0.29522392,9.75E-05,0.262778973
Hotair,Agap2,0.035451372,0.647246109,0.054523211
H19,Agap2,0.09606404,0.214074424,0.124316343
Neat1,Agap2,0.008893171,0.908638956,-0.130568054
Hottip,Agap2,-0.047266122,0.541702546,-0.018087346
Gas5,Agap2,0.138256726,0.073034185,0.275243132
Meg3,Agap2,0.41438131,2.13E-08,0.178532165
Pvt1,Agap2,0.110972089,0.150896915,0.130783522
Kcnq1ot1,Agap2,0.348151032,3.51E-06,0.336887388
Xist,Nrp2,0.352903173,2.53E-06,0.324577899
Malat1,Nrp2,-0.047358265,0.54091402,0.050059217
Airn,Nrp2,0.144040294,0.06170889,0.262778973
Hotair,Nrp2,-0.002428651,0.974999835,0.054523211
H19,Nrp2,0.233841779,0.002213956,0.124316343
Neat1,Nrp2,-0.473443183,7.99E-11,-0.130568054
Hottip,Nrp2,-0.053000265,0.493740885,-0.018087346
Gas5,Nrp2,0.474872619,6.89E-11,0.275243132
Meg3,Nrp2,0.143830751,0.06209245,0.178532165
Pvt1,Nrp2,0.094303226,0.222630531,0.130783522
Kcnq1ot1,Nrp2,0.321630196,2.01E-05,0.336887388
Xist,Itgax,0.201918207,0.008472696,0.324577899
Malat1,Itgax,0.373482959,5.69E-07,0.050059217
Airn,Itgax,-0.146305727,0.057684886,0.262778973
Hotair,Itgax,0.051893593,0.502818554,0.054523211
H19,Itgax,-0.298097656,8.27E-05,0.124316343
Neat1,Itgax,0.418178105,1.54E-08,-0.130568054
Hottip,Itgax,-0.020492828,0.791427532,-0.018087346
Gas5,Itgax,-0.330503799,1.14E-05,0.275243132
Meg3,Itgax,0.070037014,0.365552516,0.178532165
Pvt1,Itgax,0.014765627,0.848886855,0.130783522
Kcnq1ot1,Itgax,0.028298078,0.71494876,0.336887388
Xist,Actn1,0.219189811,0.004193568,0.324577899
Malat1,Actn1,-0.218511854,0.00431528,0.050059217
Airn,Actn1,0.542191671,2.67E-14,0.262778973
Hotair,Actn1,0.047881289,0.536448938,0.054523211
H19,Actn1,0.422248052,1.08E-08,0.124316343
Neat1,Actn1,-0.285850075,0.000164964,-0.130568054
Hottip,Actn1,-0.012898242,0.867811006,-0.018087346
Gas5,Actn1,0.713311198,1.42E-27,0.275243132
Meg3,Actn1,0.03246773,0.675173427,0.178532165
Pvt1,Actn1,0.077265506,0.31804164,0.130783522
Kcnq1ot1,Actn1,0.374331181,5.34E-07,0.336887388
Xist,Met,0.279983347,0.000227106,0.324577899
Malat1,Met,-0.173933969,0.023720443,0.050059217
Airn,Met,0.150841657,0.050276529,0.262778973
Hotair,Met,-0.038424732,0.61989622,0.054523211
H19,Met,0.003530478,0.963664357,0.124316343
Neat1,Met,0.110909377,0.15112934,-0.130568054
Hottip,Met,0.118580144,0.124655225,-0.018087346
Gas5,Met,0.194746458,0.011172549,0.275243132
Meg3,Met,-0.05953084,0.441988641,0.178532165
Pvt1,Met,-0.168454607,0.028573091,0.130783522
Kcnq1ot1,Met,0.015639733,0.840057518,0.336887388
Xist,Prkaca,0.124017058,0.108171953,0.324577899
Malat1,Prkaca,0.322527626,1.90E-05,0.050059217
Airn,Prkaca,0.022540664,0.771134827,0.262778973
Hotair,Prkaca,0.104740452,0.175337602,0.054523211
H19,Prkaca,-0.118194676,0.125893782,0.124316343
Neat1,Prkaca,-0.030159558,0.697089032,-0.130568054
Hottip,Prkaca,-0.124359374,0.1071943,-0.018087346
Gas5,Prkaca,-0.094648636,0.220933279,0.275243132
Meg3,Prkaca,0.228720989,0.002780134,0.178532165
Pvt1,Prkaca,0.3636008,1.18E-06,0.130783522
Kcnq1ot1,Prkaca,0.356800794,1.92E-06,0.336887388
Xist,Itga1,0.327384172,1.39E-05,0.324577899
Malat1,Itga1,0.110418108,0.152959447,0.050059217
Airn,Itga1,0.267881812,0.000429605,0.262778973
Hotair,Itga1,-0.074326107,0.336855253,0.054523211
H19,Itga1,-0.033283629,0.667490317,0.124316343
Neat1,Itga1,0.209235743,0.006330278,-0.130568054
Hottip,Itga1,0.085916998,0.266703275,-0.018087346
Gas5,Itga1,-0.117714706,0.127449241,0.275243132
Meg3,Itga1,-0.089930515,0.244919719,0.178532165
Pvt1,Itga1,-0.272757968,0.000333467,0.130783522
Kcnq1ot1,Itga1,0.075319163,0.330421407,0.336887388
Xist,Nedd9,0.297818515,8.41E-05,0.324577899
Malat1,Nedd9,-0.078522965,0.310205806,0.050059217
Airn,Nedd9,0.391322416,1.43E-07,0.262778973
Hotair,Nedd9,0.072206665,0.350851756,0.054523211
H19,Nedd9,0.338548839,6.73E-06,0.124316343
Neat1,Nedd9,-0.321269257,2.05E-05,-0.130568054
Hottip,Nedd9,0.147589395,0.05550238,-0.018087346
Gas5,Nedd9,0.327913383,1.35E-05,0.275243132
Meg3,Nedd9,-0.131386049,0.088618344,0.178532165
Pvt1,Nedd9,-0.036973871,0.633179673,0.130783522
Kcnq1ot1,Nedd9,0.212720843,0.005491395,0.336887388
Xist,Def6,0.698970932,4.24E-26,0.324577899
Malat1,Def6,0.200183978,0.009066235,0.050059217
Airn,Def6,0.354195725,2.31E-06,0.262778973
Hotair,Def6,0.171202753,0.02604262,0.054523211
H19,Def6,0.070535696,0.36214035,0.124316343
Neat1,Def6,-0.004628169,0.952378663,-0.130568054
Hottip,Def6,-0.009888597,0.8984649,-0.018087346
Gas5,Def6,0.256145376,0.000775388,0.275243132
Meg3,Def6,0.314487188,3.13E-05,0.178532165
Pvt1,Def6,0.121503922,0.11556512,0.130783522
Kcnq1ot1,Def6,0.537972802,4.60E-14,0.336887388
Xist,Ptpru,0.41768121,1.60E-08,0.324577899
Malat1,Ptpru,0.385043765,2.35E-07,0.050059217
Airn,Ptpru,0.055862366,0.470672939,0.262778973
Hotair,Ptpru,0.073585512,0.341705053,0.054523211
H19,Ptpru,-0.118969826,0.12341272,0.124316343
Neat1,Ptpru,-0.029916995,0.699407116,-0.130568054
Hottip,Ptpru,-0.068043815,0.379388331,-0.018087346
Gas5,Ptpru,0.121463171,0.115688166,0.275243132
Meg3,Ptpru,0.308538328,4.48E-05,0.178532165
Pvt1,Ptpru,0.436849635,2.89E-09,0.130783522
Kcnq1ot1,Ptpru,0.566804044,9.51E-16,0.336887388
Xist,Exoc3,0.442536901,1.70E-09,0.324577899
Malat1,Exoc3,0.381067877,3.20E-07,0.050059217
Airn,Exoc3,-0.042024146,0.58747477,0.262778973
Hotair,Exoc3,0.038491958,0.619283659,0.054523211
H19,Exoc3,-0.166218639,0.030784049,0.124316343
Neat1,Exoc3,-0.132200478,0.086642733,-0.130568054
Hottip,Exoc3,-0.083793544,0.278747372,-0.018087346
Gas5,Exoc3,0.081769815,0.290562152,0.275243132
Meg3,Exoc3,0.45698606,4.23E-10,0.178532165
Pvt1,Exoc3,0.514197111,8.64E-13,0.130783522
Kcnq1ot1,Exoc3,0.548183693,1.22E-14,0.336887388
Xist,Stat3,0.138606877,0.072303668,0.324577899
Malat1,Stat3,0.399062391,7.69E-08,0.050059217
Airn,Stat3,0.023117461,0.765446396,0.262778973
Hotair,Stat3,0.03446501,0.656426672,0.054523211
H19,Stat3,-0.298035538,8.30E-05,0.124316343
Neat1,Stat3,0.530200823,1.23E-13,-0.130568054
Hottip,Stat3,0.064119854,0.407543456,-0.018087346
Gas5,Stat3,-0.380729242,3.28E-07,0.275243132
Meg3,Stat3,-0.046284819,0.550135335,0.178532165
Pvt1,Stat3,-0.014879043,0.847740158,0.130783522
Kcnq1ot1,Stat3,-0.018208276,0.814231792,0.336887388
Xist,Nck2,0.535206549,6.55E-14,0.324577899
Malat1,Nck2,-0.15175899,0.048878705,0.050059217
Airn,Nck2,0.434716319,3.51E-09,0.262778973
Hotair,Nck2,0.063759853,0.410186898,0.054523211
H19,Nck2,0.494930952,7.91E-12,0.124316343
Neat1,Nck2,-0.414795717,2.06E-08,-0.130568054
Hottip,Nck2,0.068247668,0.377958806,-0.018087346
Gas5,Nck2,0.53583615,6.05E-14,0.275243132
Meg3,Nck2,0.294879909,9.95E-05,0.178532165
Pvt1,Nck2,-0.006688054,0.931227629,0.130783522
Kcnq1ot1,Nck2,0.509794666,1.45E-12,0.336887388
Xist,Ppp2ca,0.259787874,0.00064741,0.324577899
Malat1,Ppp2ca,-0.006621943,0.931905795,0.050059217
Airn,Ppp2ca,0.06594794,0.394276118,0.262778973
Hotair,Ppp2ca,0.081284434,0.293444793,0.054523211
H19,Ppp2ca,0.167790582,0.02921508,0.124316343
Neat1,Ppp2ca,-0.378882257,3.78E-07,-0.130568054
Hottip,Ppp2ca,-0.044247777,0.567842497,-0.018087346
Gas5,Ppp2ca,0.455937025,4.69E-10,0.275243132
Meg3,Ppp2ca,0.246134894,0.001256301,0.178532165
Pvt1,Ppp2ca,0.30836707,4.53E-05,0.130783522
Kcnq1ot1,Ppp2ca,0.293113212,0.000109963,0.336887388
Xist,Itgb6,0.071027909,0.358791913,0.324577899
Malat1,Itgb6,-0.021254986,0.783857868,0.050059217
Airn,Itgb6,0.271525751,0.000355671,0.262778973
Hotair,Itgb6,0.216668138,0.004662492,0.054523211
H19,Itgb6,0.106311106,0.16891793,0.124316343
Neat1,Itgb6,-0.052797651,0.495396335,-0.130568054
Hottip,Itgb6,-0.001860426,0.980847775,-0.018087346
Gas5,Itgb6,0.105313861,0.172973343,0.275243132
Meg3,Itgb6,0.194601959,0.011233962,0.178532165
Pvt1,Itgb6,0.008499358,0.912668247,0.130783522
Kcnq1ot1,Itgb6,0.208037434,0.006644084,0.336887388
Xist,Thy1,0.507207229,1.96E-12,0.324577899
Malat1,Thy1,0.334787618,8.63E-06,0.050059217
Airn,Thy1,0.361168747,1.41E-06,0.262778973
Hotair,Thy1,0.064882264,0.401978502,0.054523211
H19,Thy1,-0.066162959,0.392732828,0.124316343
Neat1,Thy1,0.111219416,0.149982898,-0.130568054
Hottip,Thy1,-0.005316473,0.945306682,-0.018087346
Gas5,Thy1,0.017499518,0.821339379,0.275243132
Meg3,Thy1,0.220097368,0.004035468,0.178532165
Pvt1,Thy1,0.180391611,0.018926596,0.130783522
Kcnq1ot1,Thy1,0.464583233,1.98E-10,0.336887388
Xist,Mmp14,0.574030168,3.39E-16,0.324577899
Malat1,Mmp14,-0.228609003,0.002793863,0.050059217
Airn,Mmp14,0.653152278,6.34E-22,0.262778973
Hotair,Mmp14,0.095929214,0.214721137,0.054523211
H19,Mmp14,0.487392576,1.81E-11,0.124316343
Neat1,Mmp14,-0.270643895,0.000372394,-0.130568054
Hottip,Mmp14,-0.029165653,0.706604971,-0.018087346
Gas5,Mmp14,0.606529082,2.34E-18,0.275243132
Meg3,Mmp14,0.052976358,0.493936063,0.178532165
Pvt1,Mmp14,-0.100365887,0.19416575,0.130783522
Kcnq1ot1,Mmp14,0.464248093,2.05E-10,0.336887388
Xist,Acp1,0.041396182,0.59307485,0.324577899
Malat1,Acp1,-0.4793176,4.32E-11,0.050059217
Airn,Acp1,0.178446026,0.020273673,0.262778973
Hotair,Acp1,0.173401854,0.024158363,0.054523211
H19,Acp1,0.407977207,3.67E-08,0.124316343
Neat1,Acp1,-0.315758519,2.89E-05,-0.130568054
Hottip,Acp1,0.079783004,0.302481695,-0.018087346
Gas5,Acp1,0.581877155,1.07E-16,0.275243132
Meg3,Acp1,0.106988276,0.166204716,0.178532165
Pvt1,Acp1,0.165776906,0.031237642,0.130783522
Kcnq1ot1,Acp1,0.091642528,0.236014949,0.336887388
Xist,Fscn1,0.188072518,0.014337723,0.324577899
Malat1,Fscn1,-0.262579265,0.00056284,0.050059217
Airn,Fscn1,0.232452864,0.002356138,0.262778973
Hotair,Fscn1,0.071412545,0.356188765,0.054523211
H19,Fscn1,0.38355328,2.64E-07,0.124316343
Neat1,Fscn1,-0.560186682,2.39E-15,-0.130568054
Hottip,Fscn1,-0.071062464,0.358557563,-0.018087346
Gas5,Fscn1,0.715413374,8.50E-28,0.275243132
Meg3,Fscn1,0.179106163,0.019807602,0.178532165
Pvt1,Fscn1,0.119855539,0.120624269,0.130783522
Kcnq1ot1,Fscn1,0.322301059,1.93E-05,0.336887388
Xist,Dbn1,0.399611655,7.35E-08,0.324577899
Malat1,Dbn1,-0.069319298,0.370498179,0.050059217
Airn,Dbn1,-0.004153663,0.957256178,0.262778973
Hotair,Dbn1,0.026489955,0.732446017,0.054523211
H19,Dbn1,0.191254942,0.01274203,0.124316343
Neat1,Dbn1,-0.507259346,1.95E-12,-0.130568054
Hottip,Dbn1,-0.080371061,0.298920641,-0.018087346
Gas5,Dbn1,0.461283412,2.76E-10,0.275243132
Meg3,Dbn1,0.35450248,2.26E-06,0.178532165
Pvt1,Dbn1,0.228006841,0.00286874,0.130783522
Kcnq1ot1,Dbn1,0.430930243,4.96E-09,0.336887388
Xist,Limk1,0.437624863,2.69E-09,0.324577899
Malat1,Limk1,0.290042519,0.000130706,0.050059217
Airn,Limk1,-0.023905599,0.757693978,0.262778973
Hotair,Limk1,0.08524309,0.27048658,0.054523211
H19,Limk1,-0.11125709,0.14984404,0.124316343
Neat1,Limk1,-0.181557425,0.018157153,-0.130568054
Hottip,Limk1,-0.087846766,0.256069825,-0.018087346
Gas5,Limk1,0.143317871,0.063039509,0.275243132
Meg3,Limk1,0.488381041,1.63E-11,0.178532165
Pvt1,Limk1,0.400291032,6.95E-08,0.130783522
Kcnq1ot1,Limk1,0.539717659,3.68E-14,0.336887388
Xist,Wipf2,0.113128414,0.143068323,0.324577899
Malat1,Wipf2,0.313410981,3.34E-05,0.050059217
Airn,Wipf2,0.02214311,0.775062679,0.262778973
Hotair,Wipf2,0.124581905,0.106562481,0.054523211
H19,Wipf2,-0.138962521,0.071567771,0.124316343
Neat1,Wipf2,0.030120229,0.697464696,-0.130568054
Hottip,Wipf2,-0.039516424,0.609981284,-0.018087346
Gas5,Wipf2,0.169749901,0.027355385,0.275243132
Meg3,Wipf2,0.426012464,7.71E-09,0.178532165
Pvt1,Wipf2,0.515935618,7.03E-13,0.130783522
Kcnq1ot1,Wipf2,0.430844117,5.00E-09,0.336887388
Xist,Sirpa,0.457121145,4.17E-10,0.324577899
Malat1,Sirpa,0.415336109,1.97E-08,0.050059217
Airn,Sirpa,-0.036554217,0.637044056,0.262778973
Hotair,Sirpa,0.152464244,0.04782616,0.054523211
H19,Sirpa,-0.195999251,0.01065238,0.124316343
Neat1,Sirpa,0.08462424,0.273992762,-0.130568054
Hottip,Sirpa,-0.112076294,0.146848592,-0.018087346
Gas5,Sirpa,0.033415779,0.66624911,0.275243132
Meg3,Sirpa,0.359362882,1.60E-06,0.178532165
Pvt1,Sirpa,0.418366878,1.51E-08,0.130783522
Kcnq1ot1,Sirpa,0.405842937,4.39E-08,0.336887388
Xist,Tgfb1i1,0.413322711,2.34E-08,0.324577899
Malat1,Tgfb1i1,-0.134483857,0.081291227,0.050059217
Airn,Tgfb1i1,0.677760803,4.51E-24,0.262778973
Hotair,Tgfb1i1,0.110070565,0.154264198,0.054523211
H19,Tgfb1i1,0.510675566,1.31E-12,0.124316343
Neat1,Tgfb1i1,-0.252416202,0.00093018,-0.130568054
Hottip,Tgfb1i1,0.00584781,0.939850345,-0.018087346
Gas5,Tgfb1i1,0.596775041,1.11E-17,0.275243132
Meg3,Tgfb1i1,0.038571522,0.618559001,0.178532165
Pvt1,Tgfb1i1,-0.042775153,0.580809439,0.130783522
Kcnq1ot1,Tgfb1i1,0.365227739,1.05E-06,0.336887388
Xist,Marcks,0.600888801,5.78E-18,0.324577899
Malat1,Marcks,-0.171682023,0.025621572,0.050059217
Airn,Marcks,0.342066431,5.32E-06,0.262778973
Hotair,Marcks,0.073250619,0.343912572,0.054523211
H19,Marcks,0.403867763,5.18E-08,0.124316343
Neat1,Marcks,-0.522863235,3.05E-13,-0.130568054
Hottip,Marcks,-0.076351256,0.323818755,-0.018087346
Gas5,Marcks,0.662266107,1.07E-22,0.275243132
Meg3,Marcks,0.272490283,0.000338178,0.178532165
Pvt1,Marcks,0.080878807,0.295868318,0.130783522
Kcnq1ot1,Marcks,0.568466996,7.51E-16,0.336887388
Xist,Plekha7,0.214333264,0.005138069,0.324577899
Malat1,Plekha7,-0.05051478,0.51424963,0.050059217
Airn,Plekha7,0.200582725,0.0089266,0.262778973
Hotair,Plekha7,0.031501416,0.684316483,0.054523211
H19,Plekha7,0.322459886,1.91E-05,0.124316343
Neat1,Plekha7,-0.26143846,0.000596088,-0.130568054
Hottip,Plekha7,0.128699313,0.095391921,-0.018087346
Gas5,Plekha7,0.418912745,1.44E-08,0.275243132
Meg3,Plekha7,-0.041559018,0.591620372,0.178532165
Pvt1,Plekha7,0.048747819,0.529092014,0.130783522
Kcnq1ot1,Plekha7,0.243537463,0.001419436,0.336887388
Xist,Ptprj,0.34421616,4.60E-06,0.324577899
Malat1,Ptprj,0.61296535,8.17E-19,0.050059217
Airn,Ptprj,-7.15E-05,0.999264242,0.262778973
Hotair,Ptprj,-0.017708788,0.819239232,0.054523211
H19,Ptprj,-0.355083124,2.17E-06,0.124316343
Neat1,Ptprj,0.390805879,1.49E-07,-0.130568054
Hottip,Ptprj,0.088119764,0.254589454,-0.018087346
Gas5,Ptprj,-0.218773511,0.004267934,0.275243132
Meg3,Ptprj,0.220630737,0.003945075,0.178532165
Pvt1,Ptprj,0.400448136,6.87E-08,0.130783522
Kcnq1ot1,Ptprj,0.465746975,1.76E-10,0.336887388
Xist,Shroom3,0.202191631,0.008382328,0.324577899
Malat1,Shroom3,-0.257428909,0.000727849,0.050059217
Airn,Shroom3,0.588375323,4.04E-17,0.262778973
Hotair,Shroom3,0.093964926,0.22430179,0.054523211
H19,Shroom3,0.525442457,2.22E-13,0.124316343
Neat1,Shroom3,-0.325154622,1.61E-05,-0.130568054
Hottip,Shroom3,0.082899736,0.283924993,-0.018087346
Gas5,Shroom3,0.657084414,2.97E-22,0.275243132
Meg3,Shroom3,-0.058321753,0.451331434,0.178532165
Pvt1,Shroom3,-0.191905842,0.012435562,0.130783522
Kcnq1ot1,Shroom3,0.265087188,0.000495677,0.336887388
Xist,Wasl,0.264281124,0.00051641,0.324577899
Malat1,Wasl,0.3271209,1.42E-05,0.050059217
Airn,Wasl,0.129521089,0.093277862,0.262778973
Hotair,Wasl,0.059744207,0.440351387,0.054523211
H19,Wasl,-0.185398463,0.015810887,0.124316343
Neat1,Wasl,0.089848989,0.245349516,-0.130568054
Hottip,Wasl,-0.024934611,0.747608589,-0.018087346
Gas5,Wasl,0.006421931,0.933957807,0.275243132
Meg3,Wasl,0.332530739,1.00E-05,0.178532165
Pvt1,Wasl,0.542462416,2.58E-14,0.130783522
Kcnq1ot1,Wasl,0.51259785,1.04E-12,0.336887388
Xist,Cttn,0.463187676,2.28E-10,0.324577899
Malat1,Cttn,-0.195041099,0.011048242,0.050059217
Airn,Cttn,0.430495349,5.16E-09,0.262778973
Hotair,Cttn,0.065147816,0.400050848,0.054523211
H19,Cttn,0.454169627,5.57E-10,0.124316343
Neat1,Cttn,-0.451107836,7.50E-10,-0.130568054
Hottip,Cttn,0.101566258,0.188858823,-0.018087346
Gas5,Cttn,0.656304411,3.45E-22,0.275243132
Meg3,Cttn,0.197984634,0.009871689,0.178532165
Pvt1,Cttn,0.03253328,0.674554907,0.130783522
Kcnq1ot1,Cttn,0.404973425,4.72E-08,0.336887388
Xist,Ect2,0.313043469,3.41E-05,0.324577899
Malat1,Ect2,-0.494332961,8.46E-12,0.050059217
Airn,Ect2,0.534417512,7.24E-14,0.262778973
Hotair,Ect2,0.049851727,0.519793982,0.054523211
H19,Ect2,0.575131189,2.89E-16,0.124316343
Neat1,Ect2,-0.444257746,1.44E-09,-0.130568054
Hottip,Ect2,-0.048824928,0.528439825,-0.018087346
Gas5,Ect2,0.778089334,1.49E-35,0.275243132
Meg3,Ect2,0.084914644,0.272343625,0.178532165
Pvt1,Ect2,-0.107521461,0.164091367,0.130783522
Kcnq1ot1,Ect2,0.250089136,0.001040653,0.336887388
Xist,Psen1,0.518399174,5.23E-13,0.324577899
Malat1,Psen1,0.058073587,0.453262657,0.050059217
Airn,Psen1,0.289695062,0.00013327,0.262778973
Hotair,Psen1,0.047087833,0.543229902,0.054523211
H19,Psen1,0.216733614,0.004649744,0.124316343
Neat1,Psen1,-0.295653518,9.52E-05,-0.130568054
Hottip,Psen1,0.145554398,0.058994777,-0.018087346
Gas5,Psen1,0.467845025,1.42E-10,0.275243132
Meg3,Psen1,0.255749143,0.00079063,0.178532165
Pvt1,Psen1,0.161229626,0.036246613,0.130783522
Kcnq1ot1,Psen1,0.433934389,3.77E-09,0.336887388
Xist,Casp8,0.40778146,3.74E-08,0.324577899
Malat1,Casp8,-0.235608735,0.002044349,0.050059217
Airn,Casp8,0.546345873,1.55E-14,0.262778973
Hotair,Casp8,0.023550937,0.761179632,0.054523211
H19,Casp8,0.306631539,5.02E-05,0.124316343
Neat1,Casp8,-0.003125919,0.967825695,-0.130568054
Hottip,Casp8,0.040900353,0.597513615,-0.018087346
Gas5,Casp8,0.394445758,1.12E-07,0.275243132
Meg3,Casp8,-0.106248774,0.169169318,0.178532165
Pvt1,Casp8,-0.163419759,0.033755286,0.130783522
Kcnq1ot1,Casp8,0.172493653,0.024921844,0.336887388
Xist,Msn,0.311113602,3.84E-05,0.324577899
Malat1,Msn,-0.245172004,0.001314663,0.050059217
Airn,Msn,0.604349375,3.33E-18,0.262778973
Hotair,Msn,0.093743904,0.225398466,0.054523211
H19,Msn,0.521732784,3.50E-13,0.124316343
Neat1,Msn,-0.284645926,0.000176253,-0.130568054
Hottip,Msn,-0.070650517,0.361357515,-0.018087346
Gas5,Msn,0.597924091,9.24E-18,0.275243132
Meg3,Msn,-0.093644552,0.225892666,0.178532165
Pvt1,Msn,-0.170594815,0.026585223,0.130783522
Kcnq1ot1,Msn,0.208351591,0.006560502,0.336887388
Xist,Itgb4,0.262780049,0.000557168,0.324577899
Malat1,Itgb4,0.438209646,2.54E-09,0.050059217
Airn,Itgb4,0.214406928,0.005122425,0.262778973
Hotair,Itgb4,0.043841402,0.571407014,0.054523211
H19,Itgb4,-0.132243017,0.086540519,0.124316343
Neat1,Itgb4,0.171867897,0.025459856,-0.130568054
Hottip,Itgb4,-0.018916901,0.807140664,-0.018087346
Gas5,Itgb4,-0.043593,0.57359106,0.275243132
Meg3,Itgb4,0.267716823,0.000433267,0.178532165
Pvt1,Itgb4,0.356835678,1.92E-06,0.130783522
Kcnq1ot1,Itgb4,0.462004921,2.57E-10,0.336887388
Xist,Prkcd,0.532101683,9.70E-14,0.324577899
Malat1,Prkcd,0.159969791,0.037748831,0.050059217
Airn,Prkcd,0.596056797,1.24E-17,0.262778973
Hotair,Prkcd,0.086994295,0.260730589,0.054523211
H19,Prkcd,0.165236523,0.031800253,0.124316343
Neat1,Prkcd,0.020321065,0.793136188,-0.130568054
Hottip,Prkcd,-0.008883416,0.908738737,-0.018087346
Gas5,Prkcd,0.39605884,9.81E-08,0.275243132
Meg3,Prkcd,0.247795954,0.001161167,0.178532165
Pvt1,Prkcd,0.028055465,0.717288162,0.130783522
Kcnq1ot1,Prkcd,0.503791244,2.91E-12,0.336887388
Xist,Akap5,0.45908965,3.43E-10,0.324577899
Malat1,Akap5,0.104314376,0.177109795,0.050059217
Airn,Akap5,-0.101273531,0.190143114,0.262778973
Hotair,Akap5,-0.061621736,0.426093713,0.054523211
H19,Akap5,-0.026159997,0.735654263,0.124316343
Neat1,Akap5,-0.312963115,3.43E-05,-0.130568054
Hottip,Akap5,-0.099010326,0.200288242,-0.018087346
Gas5,Akap5,0.179711051,0.019388706,0.275243132
Meg3,Akap5,0.349235992,3.26E-06,0.178532165
Pvt1,Akap5,0.260799969,0.000615479,0.130783522
Kcnq1ot1,Akap5,0.494448432,8.35E-12,0.336887388
Xist,Itgam,0.041408814,0.592961955,0.324577899
Malat1,Itgam,0.597925075,9.23E-18,0.050059217
Airn,Itgam,-0.169286797,0.027785553,0.262778973
Hotair,Itgam,-0.040447483,0.601580832,0.054523211
H19,Itgam,-0.488198567,1.66E-11,0.124316343
Neat1,Itgam,0.392843802,1.27E-07,-0.130568054
Hottip,Itgam,0.113876422,0.140426063,-0.018087346
Gas5,Itgam,-0.390023358,1.59E-07,0.275243132
Meg3,Itgam,0.224631503,0.003323086,0.178532165
Pvt1,Itgam,0.423004103,1.01E-08,0.130783522
Kcnq1ot1,Itgam,0.18467772,0.016229854,0.336887388
Xist,Cd2ap,0.480004753,4.01E-11,0.324577899
Malat1,Cd2ap,-0.232179029,0.00238513,0.050059217
Airn,Cd2ap,0.64809405,1.66E-21,0.262778973
Hotair,Cd2ap,0.013237131,0.864370782,0.054523211
H19,Cd2ap,0.365599876,1.02E-06,0.124316343
Neat1,Cd2ap,-0.224635421,0.003322523,-0.130568054
